,id_limpio,title,author,genre,subjects,genre_1,genre_2,genre_3
220,39312,LOS INGENIOS:: COLECCIÓN DE VISTAS DE LOS PRINCIPLES INGENIOS DE AZÚCAR DE LA ISLA DE CUBA,"CANTERO, J. G. (JUSTO GERMÁN)",HISTORY / Caribbean & West Indies,"{'Sugar trade -- Cuba -- History -- 19th century', 'Plantations -- Cuba -- History -- 19th century'}",HISTORY,CARIBBEAN & WEST INDIES,HISTORY
221,45508,LA POLÍTICA DE LOS ESTADOS UNIDOS EN EL CONTINENTE AMERICANO,"CÁRDENAS Y ECHARTE, RAÚL DE",POLITICAL SCIENCE / International Relations,"{'Latin America -- Foreign relations -- United States', 'Monroe doctrine', 'United States -- Foreign relations -- Latin America', 'United States -- Territorial expansion'}",POLITICAL SCIENCE,INTERNATIONAL RELATIONS,POLITICAL SCIENCE
222,24925,AMAR ES VENCER,"CARO, PAULINE",FICTION / Romance,{'French fiction -- Translations into Spanish'},FICTION,ROMANCE,FICTION ROMANCE
223,23239,LA COPA DE VERLAINE,"CARRERE, EMILIO",POETRY / European,{'Fiction'},POETRY,EUROPEAN,POETRY
224,49298,HISTORIA DE LAS INDIAS (VOL. 1 DE 5),"CASAS, BARTOLOMÉ DE LAS",HISTORY / Latin America,"{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY,LATIN AMERICA,HISTORY
225,50351,HISTORIA DE LAS INDIAS (VOL. 2 DE 5),"CASAS, BARTOLOMÉ DE LAS",HISTORY / Latin America,"{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY,LATIN AMERICA,HISTORY
226,53131,HISTORIA DE LAS INDIAS (VOL. 5 DE 5),"CASAS, BARTOLOMÉ DE LAS",HISTORY / Latin America,"{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY,LATIN AMERICA,HISTORY
227,53171,HISTORIA DE LAS INDIAS (VOL. 3 DE 5),"CASAS, BARTOLOMÉ DE LAS",HISTORY / Latin America,"{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY,LATIN AMERICA,HISTORY
228,56283,HISTORIA DE LAS INDIAS (VOL. 4 DE 5),"CASAS, BARTOLOMÉ DE LAS",HISTORY / Latin America,"{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY,LATIN AMERICA,HISTORY
229,53741,RECUERDOS DE ITALIA (PARTE 1 DE 2),"CASTELAR, EMILIO",TRAVEL / Europe,"{'Rome (Italy) -- Description and travel', 'Italy -- Description and travel'}",TRAVEL,EUROPE,TRAVEL
230,53742,RECUERDOS DE ITALIA (PARTE 2 DE 2),"CASTELAR, EMILIO",TRAVEL / Europe,"{'Rome (Italy) -- Description and travel', 'Italy -- Description and travel'}",TRAVEL,EUROPE,TRAVEL
231,33885,HISTORIA DE LOS JUDÍOS EN ESPAÑA: DESDE LOS TIEMPOS DE SU ESTABLECIMIENTO HASTA PRINCIPIOS DEL PRESENT SIGLO,"CASTRO, ADOLFO DE",HISTORY / Jewish,{'Jews -- Spain -- History'},HISTORY,JEWISH,HISTORY
232,41337,CATÁLOGO MONUMENTAL DE ESPAÑA; PROVINCIA DE ÁLAVA: INVENTARIO GENERAL DE LOS MONUMENTOS HISTÓRICOS Y ARTÍSTICOS DE AL NACIÓN.,"CASTRO, CRISTÓBAL DE",ARCHITECTURE / Historic Preservation,"{'Art, Spanish -- Spain -- Alava (Province) -- Catalogs', 'Monuments -- Spain -- Alava (Province) -- Catalogs'}",ARCHITECTURE,HISTORIC PRESERVATION,OTHERS
233,70984,EN LAS ORILLAS DEL SAR,"CASTRO, ROSALÍA DE",POETRY / Women Authors,{'Spanish poetry -- 19th century'},POETRY,WOMEN AUTHORS,POETRY
234,68787,CABOS SUELTOS: LITERATURA Y LINGÜÍSTICA,"CEJADOR Y FRAUCA, JULIO",LANGUAGE ARTS & DISCIPLINES / Linguistics,"{'Spanish language', 'Chocano, José Santos, 1875-1934', 'Spanish literature -- History and criticism'}",LANGUAGE ARTS & DISCIPLINES,LINGUISTICS,OTHERS
235,73255,"HISTORIA DE LA LENGUA Y LITERATURA CASTELLANA, TOMO 1 : $B DESDE LOS ORÍGENES HASTA CARLOS V","CEJADOR Y FRAUCA, JULIO",LITERARY CRITICISM / European,"{'Basque language', 'Spanish American literature -- History and criticism', 'Spanish literature -- History and criticism', 'Spanish language -- History', 'Spanish American literature -- Bibliography'}",LITERARY CRITICISM,EUROPEAN,LITERARY CRITICISM
236,73257,"HISTORIA DE LA LENGUA Y LITERATURA CASTELLANA, TOMO 2 : $B ÉPOCA DE CARLOS V","CEJADOR Y FRAUCA, JULIO",LITERARY CRITICISM / European,"{'Basque language', 'Spanish American literature -- History and criticism', 'Spanish literature -- History and criticism', 'Spanish language -- History', 'Spanish American literature -- Bibliography'}",LITERARY CRITICISM,EUROPEAN,LITERARY CRITICISM
237,15115,NOVELAS Y TEATRO,"CERVANTES SAAVEDRA, MIGUEL DE",FICTION / Classics,"{'Spanish fiction -- Classical period, 1500-1700', 'Spanish drama -- Classical period, 1500-1700'}",FICTION,CLASSICS,FICTION CLASSICS
238,16110,VIAGE AL PARNASO: LA NUMANCIA (TRAGEDIA) Y EL TRATO DE ARGEL (COMEDIA),"CERVANTES SAAVEDRA, MIGUEL DE",DRAMA / European,"{'Spanish poetry', 'Spanish drama'}",DRAMA,EUROPEAN,DRAMA
239,2000,DON QUIJOTE,"CERVANTES SAAVEDRA, MIGUEL DE",FICTION / Literary,"{'Romances', 'Knights and knighthood -- Spain -- Fiction', 'Spain -- Social life and customs -- 16th century -- Fiction', 'Picaresque literature'}",FICTION,LITERARY,FICTION LITERARY
240,57955,LOS ENTREMESES,"CERVANTES SAAVEDRA, MIGUEL DE",DRAMA / Anthologies,"{'Spanish drama -- Classical period, 1500-1700'}",DRAMA,ANTHOLOGIES,DRAMA
241,61202,NOVELAS EJEMPLARES,"CERVANTES SAAVEDRA, MIGUEL DE",FICTION / Short Stories (single author),"{'Spanish fiction -- Classical period, 1500-1700'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
242,35905,COSAS NUEVAS Y VIEJAS (APUNTES SEVILLANOS),"CHAVES REY, MANUEL",HISTORY / Europe,"{'Seville (Spain) -- Biography', 'Seville (Spain) -- History'}",HISTORY,EUROPE,HISTORY
243,40066,"PÁGINAS SEVILLANAS: SUCESOS HISTÓRICOS, PERSONAJES CÉLEBRES, MONUMENTOS NOTABLES, TRADICIONES POPULARES, CUENTOS VIEJOS, LEYENDAS Y CURIOSIDADES.","CHAVES REY, MANUEL",HISTORY / Europe,"{'Seville (Spain) -- History', 'Seville (Spain) -- Social life and customs'}",HISTORY,EUROPE,HISTORY
244,25255,"SEGUNDA PARTE DE LA CRÓNICA DEL PERÚ, QUE TRATA DEL SEÑORIO DE LOS INCAS YUPANQUIS Y DE SUS GRANDES HECHOS Y GOBERNACION","CIEZA DE LEÓN, PEDRO DE",HISTORY / Latin America,"{'Peru -- History -- Conquest, 1522-1548', 'Peru -- Description and travel -- Early works to 1800', 'Indians of South America -- Peru -- Social life and customs'}",HISTORY,LATIN AMERICA,HISTORY
245,73089,PREHISTORIA DE PUERTO-RICO,"COLL Y TOSTE, CAYETANO",HISTORY / Caribbean & West Indies,"{'Indians of the West Indies -- Puerto Rico', 'Puerto Rico -- Antiquities'}",HISTORY,CARIBBEAN & WEST INDIES,HISTORY
246,73179,COLON EN PUERTO-RICO,"COLL Y TOSTE, CAYETANO",BIOGRAPHY & AUTOBIOGRAPHY / Historical,"{'Puerto Rico -- History -- To 1898', 'Columbus, Christopher, 1451-1506'}",BIOGRAPHY & AUTOBIOGRAPHY,HISTORICAL,BIOGRAPHY & AUTOBIOGRAPHY
247,20011,PEQUEÑECES,"COLOMA, LUIS",FICTION / Religious,"{'Aristocracy (Social class) -- Spain -- 19th century -- Fiction', 'Spain -- Social conditions -- 1886-1939 -- Fiction'}",FICTION,RELIGIOUS,FICTION OTHERS
248,36558,RATÓN PÉREZ: CUENTO INFANTIL,"COLOMA, LUIS",JUVENILE FICTION / Fairy Tales & Folklore,"{'Tooth Fairy (Legendary character) -- Juvenile fiction', 'Mice -- Juvenile fiction'}",JUVENILE FICTION,FAIRY TALES & FOLKLORE,OTHERS
249,22975,LA NIÑA ROBADA,"CONSCIENCE, HENDRIK",FICTION / Literary,{'Fiction'},FICTION,LITERARY,FICTION LITERARY
250,37747,GUERRA DE RAZAS (NEGROS CONTRA BLANCOS EN CUBA),"CONTE, RAFAEL",HISTORY / Latin America / Caribbean,"{'Race War, Cuba, 1912', 'Black people -- Cuba', 'Cuba -- Race relations'}",HISTORY,LATIN AMERICA,HISTORY
251,55440,"ESTUDIO DESCRIPTIVO DE LOS MONUMENTOS ÁRABES DE GRANADA, SEVILLA Y CÓRDOBA: Ó SEA LA ALHAMBRA, EL ALCÁZAR Y LA GRAN MEZQUITA DE OCCIDENTE","CONTRERAS, RAFAEL",ARCHITECTURE / History,"{'Catedral (Córdoba, Spain)', 'Islamic art -- Spain', 'Alhambra (Granada, Spain)', 'Alcázar (Seville, Spain)', 'Islamic architecture -- Spain'}",ARCHITECTURE,HISTORY,OTHERS
252,19106,RECONOCIMIENTO DEL FUERTE DEL CARMEN DEL RIO NEGRO,"CRAMER, AMBROSIO",HISTORY / Expeditions & Discoveries,"{'Carmen de Patagones (Argentina)', 'Negro River (Río Negro, Argentina)'}",HISTORY,EXPEDITIONS & DISCOVERIES,HISTORY
253,57303,LA DIVINA COMEDIA,DANTE ALIGHIERI,POETRY / Medieval,"{'Dante Alighieri, 1265-1321 -- Adaptations', 'Epic poetry, Italian -- Adaptations'}",POETRY,MEDIEVAL,POETRY
254,47650,PROSAS PROFANAS: OBRAS COMPLETAS VOL. II,"DARÍO, RUBÉN",POETRY / General,{'Nicaraguan poetry'},POETRY,GENERAL,POETRY
255,50341,"CANTOS DE VIDA Y ESPERANZA, LOS CISNES Y OTROS POEMAS.: OBRAS COMPLETAS VOL. VII","DARÍO, RUBÉN",POETRY / General,{'Nicaraguan poetry'},POETRY,GENERAL,POETRY
256,50365,LOS RAROS: OBRAS COMPLETAS VOL. VI,"DARÍO, RUBÉN",LITERARY COLLECTIONS / Essays,"{'Symbolism (Literary movement)', 'Literature, Modern -- 19th century -- History and criticism'}",LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
257,51029,LETRAS: OBRAS COMPLETAS VOL. VIII,"DARÍO, RUBÉN",LITERARY COLLECTIONS / General,{'Literature'},LITERARY COLLECTIONS,GENERAL,LITERARY COLLECTIONS
258,51458,"CANTO A LA ARGENTINA, ODA A MITRE Y OTROS POEMAS: OBRAS COMPLETAS VOL. IX","DARÍO, RUBÉN",POETRY / General,{'Nicaraguan poetry'},POETRY,GENERAL,POETRY
259,51569,POEMA DEL OTOÑO Y OTROS POEMAS: OBRAS COMPLETAS VOL. XI,"DARÍO, RUBÉN",POETRY / General,{'Nicaraguan poetry'},POETRY,GENERAL,POETRY
260,51604,OPINIONES: OBRAS COMPLETAS VOL. X,"DARÍO, RUBÉN",LITERARY COLLECTIONS / Essays,{'Nicaraguan literature'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
261,51627,CUENTOS Y CRÓNICAS: OBRAS COMPLETAS VOL. XIV,"DARÍO, RUBÉN",LITERARY COLLECTIONS / Essays,{'Nicaraguan literature'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
262,51711,EL CANTO ERRANTE: OBRAS COMPLETAS VOL. XVI,"DARÍO, RUBÉN",POETRY / General,{'Nicaraguan poetry'},POETRY,GENERAL,POETRY
263,51870,PEREGRINACIONES: OBRAS COMPLETAS VOL. XII,"DARÍO, RUBÉN",TRAVEL / Essays & Travelogues,"{'Exposition universelle (1900 : Paris, France)', 'Paris (France) -- Social life and customs', 'Italy -- Description and travel'}",TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
264,52050,AUTOBIOGRAFÍA: OBRAS COMPLETAS VOL. XV,"DARÍO, RUBÉN",BIOGRAPHY & AUTOBIOGRAPHY / Literary Figures,"{'Darío, Rubén, 1867-1916'}",BIOGRAPHY & AUTOBIOGRAPHY,LITERARY FIGURES,BIOGRAPHY & AUTOBIOGRAPHY
265,52857,TIERRAS SOLARES: OBRAS COMPLETAS VOL. III,"DARÍO, RUBÉN",TRAVEL / Essays & Travelogues,"{'Darío, Rubén, 1867-1916 -- Travel -- Spain -- Andalusia', 'Europe -- Description and travel', 'Darío, Rubén, 1867-1916 -- Travel -- Europe', 'Andalusia (Spain) -- Description and travel', 'Authors, Nicaraguan -- 20th century -- Travel'}",TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
266,52894,AZUL...: OBRAS COMPLETAS VOL. IV,"DARÍO, RUBÉN",FICTION / Short Stories (single author),{'Nicaraguan literature'},FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
267,53413,PROSA POLÍTICA (LAS REPÚBLICAS AMERICANAS): OBRAS COMPLETAS VOL. XIII,"DARÍO, RUBÉN",POLITICAL SCIENCE / International Relations,"{'America', 'Latin America -- Politics and government'}",POLITICAL SCIENCE,INTERNATIONAL RELATIONS,POLITICAL SCIENCE
268,53867,LIRA PÓSTUMA: OBRAS COMPLETAS VOL. XXI,"DARÍO, RUBÉN",POETRY / General,{'Nicaraguan poetry'},POETRY,GENERAL,POETRY
269,53930,"PARISIANA: OBRAS COMPLETAS, VOL. V","DARÍO, RUBÉN",LITERARY COLLECTIONS / Essays,{'Nicaraguan literature'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
270,54112,TODO AL VUELO: OBRAS COMPLETAS VOL. XVIII,"DARÍO, RUBÉN",LITERARY COLLECTIONS / Essays,{'Nicaraguan literature'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
271,54471,"EL VIAJE A NICARAGUA É HISTORIA DE MIS LIBROS: OBRAS COMPLETAS, VOL. XVII","DARÍO, RUBÉN",TRAVEL / Essays & Travelogues,{'Nicaragua -- Description and travel'},TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
272,54934,ESPAÑA CONTEMPORÁNEA: OBRAS COMPLETAS VOL. XIX,"DARÍO, RUBÉN",HISTORY / Europe,"{'Spain -- Social life and customs', 'Spain -- Description and travel', 'Spanish literature -- History and criticism'}",HISTORY,EUROPE,HISTORY
273,55616,PROSA DISPERSA: OBRAS COMPLETAS VOL. XX,"DARÍO, RUBÉN",LITERARY COLLECTIONS / Essays,{'Nicaraguan literature'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
274,56047,"CABEZAS: PENSADORES Y ARTISTAS, POLÍTICOS: OBRAS COMPLETAS VOL. XXII","DARÍO, RUBÉN",BIOGRAPHY & AUTOBIOGRAPHY / Literary Figures,"{'Latin America -- Biography', 'Spain -- Biography', 'Authors, Latin American -- Biography'}",BIOGRAPHY & AUTOBIOGRAPHY,LITERARY FIGURES,BIOGRAPHY & AUTOBIOGRAPHY
275,58375,LA CARAVANA PASA: OBRAS COMPLETAS VOL. I,"DARÍO, RUBÉN",LITERARY COLLECTIONS / Essays,{'Nicaraguan literature'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
276,29706,CARTAS DE MI MOLINO,"DAUDET, ALPHONSE",FICTION / Short Stories (single author),{'France -- Social life and customs -- Fiction'},FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
277,40358,SALTA,"DÁVALOS, JUAN CARLOS",HISTORY / Latin America,{'Salta (Argentina)'},HISTORY,LATIN AMERICA,HISTORY
278,73486,CORAZÓN : $B (DIARIO DE UN NIÑO),"DE AMICIS, EDMONDO",FICTION / Coming of Age,"{'Family life -- Italy -- Juvenile fiction', 'Diaries -- Juvenile fiction', 'Italy -- Juvenile fiction'}",FICTION,COMING OF AGE,FICTION OTHERS
279,26756,ESPASMO,"DE ROBERTO, FEDERICO",FICTION / General,{'Italian fiction -- Translations into Spanish'},FICTION,GENERAL,FICTION OTHERS
280,73965,CENIZAS,"DELEDDA, GRAZIA",FICTION / Literary,"{'Parent and child -- Fiction', 'Unmarried mothers -- Fiction', 'Sardinia (Italy) -- Social life and customs -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
281,16082,ANGELINA: (NOVELA MEXICANA),"DELGADO, RAFAEL",FICTION / Literary,{'Man-woman relationships -- Fiction'},FICTION,LITERARY,FICTION LITERARY
282,50291,"RETRATO DE LA LOZANA ANDALUZA: EN LENGUA ESPAÑOLA MUY CLARÍSIMA, COMPUESTO EN ROMA.","DELICADO, FRANCISCO, ACTIVE 16TH CENTURY",FICTION / Historical,"{'Spanish fiction -- Classical period, 1500-1700', 'Picaresque literature'}",FICTION,HISTORICAL,FICTION HISTORICAL
283,64945,VERDADERA HISTORIA DE LOS SUCESOS DE LA CONQUISTA DE LA NUEVA-ESPAÑA (1 DE 3),"DÍAZ DEL CASTILLO, BERNAL",HISTORY / Latin America,"{'Mexico -- History -- Conquest, 1519-1540'}",HISTORY,LATIN AMERICA,HISTORY
284,64946,VERDADERA HISTORIA DE LOS SUCESOS DE LA CONQUISTA DE LA NUEVA-ESPAÑA (2 DE 3),"DÍAZ DEL CASTILLO, BERNAL",HISTORY / Latin America,"{'Mexico -- History -- Conquest, 1519-1540'}",HISTORY,LATIN AMERICA,HISTORY
285,64947,VERDADERA HISTORIA DE LOS SUCESOS DE LA CONQUISTA DE LA NUEVA-ESPAÑA (3 DE 3),"DÍAZ DEL CASTILLO, BERNAL",HISTORY / Latin America,"{'Mexico -- History -- Conquest, 1519-1540'}",HISTORY,LATIN AMERICA,HISTORY
286,10228,EL PRESIDENTE DÍAZ AL SEÑOR EDISON,"DÍAZ, PORFIRIO",HISTORY / Latin America,"{'Edison, Thomas A. (Thomas Alva), 1847-1931'}",HISTORY,LATIN AMERICA,HISTORY
287,44309,ESCUELA DE HUMORISMO: NOVELAS.—CUENTOS.,"DÍAZ-CANEJA, GUILLERMO",FICTION / Short Stories (single author),"{'Humorous stories, Spanish', 'Spanish fiction'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
288,59629,JUAN JOSÉ: DRAMA EN TRES ACTOS Y EN PROSA,"DICENTA, JOAQUÍN",DRAMA / European / Spanish & Portuguese,{'Spanish drama -- 19th century'},DRAMA,EUROPEAN,DRAMA
289,61887,UNA HISTORIA DE DOS CIUDADES,"DICKENS, CHARLES",FICTION / Historical,"{'London (England) -- History -- 18th century -- Fiction', 'Executions and executioners -- Fiction', 'French -- England -- London -- Fiction', 'War stories', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Historical fiction', 'Paris (France) -- History -- 1789-1799 -- Fiction', 'British -- France -- Paris -- Fiction', 'Lookalikes -- Fiction'}",FICTION,HISTORICAL,FICTION HISTORICAL
290,62201,LOS LADRONES DE LONDRES,"DICKENS, CHARLES",FICTION / Mystery & Detective,"{'Criminals -- Fiction', 'London (England) -- Fiction', 'Boys -- Fiction', 'Kidnapping victims -- Fiction', 'Bildungsromans', 'Orphans -- Fiction'}",FICTION,MYSTERY & DETECTIVE,FICTION OTHERS
291,23617,"MEMORIA HISTÓRICA, GEOGRÁFICA, POLÍTICA Y ÉCONÓMICA SOBRE LA PROVINCIA DE MISIONES DE INDIOS GUARANÍS","DOBLAS, GONZALO DE",HISTORY / Latin America,"{'Guarani Indians', 'Paraguay -- History -- To 1811', 'Jesuits -- Paraguay'}",HISTORY,LATIN AMERICA,HISTORY
292,61851,EL CRIMEN Y EL CASTIGO,"DOSTOYEVSKY, FYODOR",FICTION / Classics,"{'Detective and mystery stories', 'Saint Petersburg (Russia) -- Fiction', 'Crime -- Psychological aspects -- Fiction', 'Murder -- Fiction', 'Psychological fiction'}",FICTION,CLASSICS,FICTION CLASSICS
293,29901,LIETTE,"DOURLIAC, ARTHUR",FICTION / General,{'Fiction'},FICTION,GENERAL,FICTION OTHERS
294,36453,LA GUARDIA BLANCA: NOVELA HISTÓRICA ESCRITA EN INGLÉS,"DOYLE, ARTHUR CONAN",FICTION / Historical,"{'Archers -- Fiction', ""Hundred Years' War, 1339-1453 -- Fiction"", 'Middle Ages -- Fiction', 'Knights and knighthood -- Fiction', 'War stories', 'Historical fiction', 'British -- France -- Fiction'}",FICTION,HISTORICAL,FICTION HISTORICAL
295,24988,AMAURY,"DUMAS, ALEXANDRE",FICTION / Literary,{'Tuberculosis -- Fiction'},FICTION,LITERARY,FICTION LITERARY
296,74029,LA DAMA DE LAS CAMELIAS; UNA FAMILIA CORSA,"DUMAS, ALEXANDRE",FICTION / Romance,"{'Brothers -- Fiction', 'Paris (France) -- Fiction', 'Courtesans -- Fiction', 'Love stories', 'Twins -- Fiction', 'Tuberculosis -- Patients -- Fiction', 'Vendetta -- Fiction', 'Corsica (France) -- Fiction', 'French fiction -- Translations into Spanish', 'Fathers and sons -- Fiction'}",FICTION,ROMANCE,FICTION ROMANCE
297,24823,SILAS MARNER,"ELIOT, GEORGE",FICTION / Classics,"{'Domestic fiction', 'Weavers -- Fiction', 'Adopted children -- Fiction', 'England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Foundlings -- Fiction', 'Fathers and daughters -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
298,31544,LA INVASIÓN O EL LOCO YÉGOF,ERCKMANN-CHATRIAN,FICTION / Historical,{'France -- History -- Invasion of 1814 -- Fiction'},FICTION,HISTORICAL,FICTION HISTORICAL
299,75133,EL CONDE DE CANDESPINA (1 DE 2) : $B NOVELA HISTÓRICA ORIGINAL,"ESCOSURA, PATRICIO DE LA",FICTION / Historical,{'Historical fiction'},FICTION,HISTORICAL,FICTION HISTORICAL
300,75134,EL CONDE DE CANDESPINA (2 DE 2) : $B NOVELA HISTÓRICA ORIGINAL,"ESCOSURA, PATRICIO DE LA",FICTION / Historical,{'Historical fiction'},FICTION,HISTORICAL,FICTION HISTORICAL
301,29576,"TRATADO METÓDICO Y PRÁCTICO DE MATERIA MÉDICA Y DE TERAPÉUTICA, TOMO SEGUNDO","ESPANET, ALEXIS",MEDICAL / Pharmacology,{'Homeopathy -- Materia medica and therapeutics'},MEDICAL,PHARMACOLOGY,OTHERS
302,33809,"TRATADO METÓDICO Y PRÁCTICO DE MATERIA MÉDICA Y DE TERAPÉUTICA, TOMO PRIMERO","ESPANET, ALEXIS",MEDICAL / Pharmacology,{'Homeopathy -- Materia medica and therapeutics'},MEDICAL,PHARMACOLOGY,OTHERS
303,11657,LA NIÑA DE LUZMELA,"ESPINA, CONCHA",FICTION / General,{'Spanish fiction -- 20th century'},FICTION,GENERAL,FICTION OTHERS
304,42456,EL JAYÓN: DRAMA EN TRES ACTOS,"ESPINA, CONCHA",DRAMA / European,{'Drama'},DRAMA,EUROPEAN,DRAMA
305,44529,DULCE NOMBRE (NOVELA),"ESPINA, CONCHA",FICTION / General,{'Spanish fiction -- 20th century'},FICTION,GENERAL,FICTION OTHERS
306,47388,AGUA DE NIEVE (NOVELA),"ESPINA, CONCHA",FICTION / General,{'Spanish fiction -- 20th century'},FICTION,GENERAL,FICTION OTHERS
307,48081,RUECAS DE MARFIL (NOVELAS),"ESPINA, CONCHA",FICTION / Short Stories (single author),{'Spanish fiction -- 20th century'},FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
308,48954,DESPERTAR PARA MORIR (NOVELA),"ESPINA, CONCHA",FICTION / General,{'Spanish fiction -- 20th century'},FICTION,GENERAL,FICTION OTHERS
309,51724,LA ESFINGE MARAGATA: NOVELA,"ESPINA, CONCHA",FICTION / General,{'Spanish fiction -- 20th century'},FICTION,GENERAL,FICTION OTHERS
310,60147,VIDA DEL ESCUDERO MARCOS DE OBREGÓN,"ESPINEL, VICENTE",FICTION / Literary,"{'Picaresque literature, Spanish', 'Spanish fiction -- Classical period, 1500-1700'}",FICTION,LITERARY,FICTION LITERARY
311,39930,EL PROLETARIO EN ESPAÑA Y EL NEGRO EN CUBA,"ESPINOSA, RAMÓN J.",POLITICAL SCIENCE / Essays,"{'Slavery -- Cuba', 'Spain -- Social life and customs', 'Cuba -- Social life and customs'}",POLITICAL SCIENCE,ESSAYS,POLITICAL SCIENCE
312,53462,"DISCURSOS SOBRE EL ARTE DEL DANÇADO: Y SUS EXELENCIAS Y PRIMER ORIGEN, REPROBANDO LAS ACCIONES DESHONESTAS","ESQUIVEL NAVARRO, JUAN DE, ACTIVE 17TH CENTURY",PERFORMING ARTS / Dance,{'Dance -- Early works to 1800'},PERFORMING ARTS,DANCE,OTHERS
313,25074,NOVELAS Y CUENTOS,"ESTÉBANEZ CALDERÓN, SERAFÍN",FICTION / Short Stories (single author),{'Spanish fiction -- 19th century'},FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
314,73500,OBRAS DRAMÁTICAS DE EURÍPIDES (1 DE 3),EURIPIDES,DRAMA / Ancient & Classical,{'Greek drama (Tragedy) -- Translations into Spanish'},DRAMA,ANCIENT & CLASSICAL,DRAMA
315,74704,OBRAS DRAMÁTICAS DE EURÍPIDES (2 DE 3),EURIPIDES,DRAMA / Ancient & Classical,{'Greek drama (Tragedy) -- Translations into Spanish'},DRAMA,ANCIENT & CLASSICAL,DRAMA
316,75775,OBRAS DRAMÁTICAS DE EURÍPIDES (3 DE 3),EURIPIDES,DRAMA / Ancient & Classical,set(),DRAMA,ANCIENT & CLASSICAL,DRAMA
317,60510,DEBERES DE BUENA SOCIEDAD,"FABRA, CAMILO",REFERENCE / Etiquette,{'Etiquette -- Spain -- 19th century'},REFERENCE,ETIQUETTE,OTHERS
318,69873,CUENTOS ILUSTRADOS,"FABRA, NILO MARÍA",FICTION / Short Stories (single author),"{'Short stories, Spanish', 'Political fiction, Spanish', 'Spanish fiction -- 19th century'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
319,28542,DESCRIPCIÓN DE LA PATAGONIA Y DE LAS PARTES ADYACENTES DE LA AMÉRICA MERIDIONAL,"FALKNER, THOMAS",HISTORY / Americas (South),"{'Patagonia (Argentina and Chile) -- Description and travel', 'Moluche dialect', 'Falkland Islands', 'Indians of South America -- Patagonia (Argentina and Chile)', 'Pampas (Argentina)'}",HISTORY,AMERICAS (SOUTH),HISTORY
320,69948,DICCIONARIO ESPAÑOL-BISAYA : $B SEGUNDA EDICIÓN,"FÉLIX DE LA ENCARNACIÓN, JUAN",LANGUAGE ARTS & DISCIPLINES / Dictionaries,"{'Spanish language -- Dictionaries -- Bisayan languages', 'Bisayan languages -- Dictionaries -- Spanish'}",LANGUAGE ARTS & DISCIPLINES,DICTIONARIES,OTHERS
